asset,direction,signal_time,entry_time,exit_time,entry_binance,entry_okx,exit_binance,exit_okx,entry_z,entry_spread_bps,exit_reason,holding_hours,pnl_before_exit_cost,entry_cost,exit_cost,funding_buffer_cost,forced_cost,equity_after,component
ETH,-1,2022-05-28 16:00:00+00:00,2022-05-28 17:00:00+00:00,2022-05-28 18:00:00+00:00,1793.84,1773.76,1775.75,1776.87,-55.072509734024656,-113.07727192793887,convergence,1,30.31209760793302,4.098613164601406,4.109098558378738,5.121217149169455,0.0,10263.516080239295,basis_l168_z3_s60_h2_c1
ETH,1,2022-06-01 16:00:00+00:00,2022-06-01 17:00:00+00:00,2022-06-01 19:00:00+00:00,1856.67,1867.98,1818.15,1818.38,26.466343972038054,60.73105120151231,max_hold,2,14.891344527421928,4.105406432095718,4.109720807333848,5.1297053369036,0.0,10265.062592190383,basis_l168_z3_s60_h2_c1
SOL,1,2022-11-09 00:00:00+00:00,2022-11-09 01:00:00+00:00,2022-11-09 03:00:00+00:00,22.58,22.83,21.2,21.53,21.920851965742106,105.68130061792249,max_hold,2,-10.705801166870998,4.1060250368761535,4.100100306394655,5.130478283576754,0.0,10241.020187396667,basis_l168_z3_s60_h2_c1
SOL,1,2022-11-09 03:00:00+00:00,2022-11-09 04:00:00+00:00,2022-11-09 06:00:00+00:00,21.21,21.55,19.29,19.65,33.457591995274846,158.95612854959228,max_hold,2,-6.030276677665626,4.096408074958667,4.092357401057617,5.118461889660854,0.0,10221.682683353325,basis_l168_z3_s60_h2_c1
SOL,1,2022-11-09 06:00:00+00:00,2022-11-09 07:00:00+00:00,2022-11-09 09:00:00+00:00,19.0,19.36,15.39,15.84,39.588606883328595,187.79894651596493,max_hold,2,-20.899624111936305,4.08867307334133,4.078677754467219,5.108797005139992,0.0,10187.50691140844,basis_l168_z3_s60_h2_c1
SOL,1,2022-11-09 09:00:00+00:00,2022-11-09 10:00:00+00:00,2022-11-09 18:00:00+00:00,15.07,15.35,11.513,11.79,38.781627641842164,184.09461394802128,max_hold,8,-10.463545676250305,4.075002764563376,4.069187345187051,5.091715954321939,0.0,10163.807459668118,basis_l168_z3_s60_h2_c1
ETH,1,2022-11-10 09:00:00+00:00,2022-11-10 10:00:00+00:00,2022-11-10 11:00:00+00:00,1197.62,1212.74,1180.35,1180.93,68.24579820056601,125.46008336024187,convergence,1,29.995603791178873,4.065522983867248,4.075895016190173,5.079870968342126,0.0,10180.581774490898,basis_l168_z3_s60_h2_c1
DOGE,1,2022-12-18 09:00:00+00:00,2022-12-18 10:00:00+00:00,2022-12-18 12:00:00+00:00,0.07777,0.07906,0.07811,0.07906,61.6480152294198,163.2272914093818,max_hold,2,11.122583400429164,4.072232709796359,4.075052850072613,5.0882547708905514,0.0,10178.46881756057,basis_l168_z3_s60_h2_c1
DOGE,1,2022-12-18 12:00:00+00:00,2022-12-18 13:00:00+00:00,2022-12-18 15:00:00+00:00,0.07841,0.07906,0.07775,0.07906,29.627467961315695,82.55587625708955,max_hold,2,-21.41022287916745,4.071387527024228,4.061194882861751,5.087198715016773,0.0,10143.8388135565,basis_l168_z3_s60_h2_c1
DOGE,1,2022-12-18 15:00:00+00:00,2022-12-18 16:00:00+00:00,2022-12-18 18:00:00+00:00,0.07779,0.07906,0.07816,0.07908,60.06651832551291,160.65626684193614,max_hold,2,11.415931049455667,4.0575355254226,4.060478883632213,5.069890639015539,0.0,10142.066839557887,basis_l168_z3_s60_h2_c1
SOL,1,2023-01-04 15:00:00+00:00,2023-01-04 16:00:00+00:00,2023-01-04 17:00:00+00:00,13.352,13.455,13.413,13.424,9.801747404887742,76.84597819335204,convergence,1,17.418571648105488,4.056826735823155,4.062171433788068,5.069005006411032,0.0,10146.29740802997,basis_l168_z3_s60_h2_c1
DOGE,-1,2024-03-05 19:00:00+00:00,2024-03-05 20:00:00+00:00,2024-03-05 22:00:00+00:00,0.13834,0.13676,0.1509,0.15076,-31.635226427940584,-110.49836186584935,max_hold,2,29.357492718962447,4.058518963211988,4.0686385527142885,5.071119444533379,0.0,10162.456623788472,basis_l168_z3_s60_h2_c1
DOGE,-1,2025-10-10 21:00:00+00:00,2025-10-10 22:00:00+00:00,2025-10-11 00:00:00+00:00,0.18603,0.18249,0.19312,0.19395,-164.8943767642937,-191.59857732726914,max_hold,2,62.69207994618834,4.064982649515389,4.088433488434058,5.0791958205694785,0.0,10211.91609177614,basis_l168_z3_s60_h2_c1
