name,family,threshold,budget,hold_days,band,prefinal_cagr,prefinal_total_return,prefinal_max_drawdown,prefinal_sharpe,annual_turnover,liquidations,min_margin_buffer,validation_2011_2014_return,validation_2015_2018_return,bridge_2019_2020_return,gate_prefinal_cagr,gate_prefinal_sharpe,gate_prefinal_drawdown,gate_turnover,gate_validation_2011_2014,gate_validation_2015_2018,gate_bridge_2019_2020,gate_no_liquidations,gate_positive_margin,eligible_before_stress,stress_prefinal_cagr,stress_prefinal_max_drawdown,stress_liquidations,stress_min_margin_buffer,gate_stress_prefinal_cagr,gate_stress_prefinal_drawdown,gate_stress_no_liquidations,gate_stress_positive_margin,eligible_before_2021,score
spot_spike_t10_b05_h7,spot_spike_long,0.1,0.05,7,0.0,-0.012526203759101406,-0.1722041759119095,-0.2410943484484278,-0.33209930118766606,1.6936215215004602,0,0.8720472440944883,-0.027185766759493024,-0.03022747093030209,0.021808957777583515,False,False,False,True,False,False,True,True,True,False,,,,,False,False,False,False,False,-0.4946350981450874
curve_spread_t05_b10_h7,curve_spread,0.05,0.1,7,0.0,-0.0063349170681393785,-0.09088176852456298,-0.09160315276781394,-0.4292306175972368,0.7007279584724109,0,0.8449797101449276,0.0055090871931049445,-0.012392379054304348,-0.008992931886203759,False,False,True,True,True,False,True,True,True,False,,,,,False,False,False,False,False,-0.49470930770214666
curve_spread_t05_b05_h3,curve_spread,0.05,0.05,3,0.0,-0.003384648863640649,-0.049561064185325576,-0.04993834715495582,-0.4664239058667771,0.3409834988674502,0,0.8724898550724637,0.0027642904580194028,-0.007594604437424657,-0.0045744652713402,False,False,True,True,True,False,True,True,True,False,,,,,False,False,False,False,False,-0.5015722121602109
spot_spike_t20_b15_h14,spot_spike_long,0.2,0.15,14,0.0,-0.02232960304985865,-0.2872162304059448,-0.4660732984268081,-0.19432257228514851,3.1323776394162746,0,0.8161417322834645,-0.17531090613016143,-0.0619981236258097,-0.07004290779098954,False,False,False,True,False,False,False,True,True,False,,,,,False,False,False,False,False,-0.5033422039924326
curve_spread_t05_b15_h14,curve_spread,0.05,0.15,14,0.0,-0.009344019535229786,-0.1312947886550797,-0.1376002792371004,-0.4145144004361608,1.0716174697689245,0,0.8174695652173912,0.008341476251471969,-0.023910477263160868,-0.015428191273665237,False,False,True,True,True,False,True,True,True,False,,,,,False,False,False,False,False,-0.5127187538228598
curve_spread_t05_b15_h7,curve_spread,0.05,0.15,7,0.0,-0.009571368918448009,-0.13427899117119702,-0.13530887659661373,-0.42933214570509237,1.0501097565507393,0,0.8174695652173913,0.008234110459252042,-0.018570916423275907,-0.0135048403520307,False,False,True,True,True,False,True,True,True,False,,,,,False,False,False,False,False,-0.5266304194058027
curve_spread_t05_b10_h3,curve_spread,0.05,0.1,3,0.0,-0.006812138627440234,-0.09740591692733203,-0.09812212426652867,-0.46656232241138634,0.681375433771046,0,0.8449797101449276,0.005509087193106499,-0.015157557315516268,-0.009155355924741704,False,False,True,True,True,False,True,True,True,False,,,,,False,False,False,False,False,-0.5360614161372417
curve_spread_t05_b15_h3,curve_spread,0.05,0.15,3,0.0,-0.010283965366557957,-0.14357070281398976,-0.14458953456472323,-0.4667016253398445,1.0211874684637048,0,0.8174695652173913,0.008234110459251376,-0.02268866335350339,-0.013742396439600957,False,False,True,True,True,False,True,True,True,False,,,,,False,False,False,False,False,-0.569776198039959
curve_spread_t02_b05_h3,curve_spread,0.02,0.05,3,0.0,-0.004061434100433803,-0.05919197658623887,-0.0606482438909961,-0.534465067712328,0.5374228665076042,0,0.8530955882352941,0.0017357210368893483,-0.007543772702652052,-0.012578856859265741,False,False,True,True,True,False,True,True,True,False,,,,,False,False,False,False,False,-0.5782862865237698
curve_spread_t00_b05_h3,curve_spread,0.0,0.05,3,0.0,-0.004254082663465164,-0.061916739474066285,-0.06505157820814333,-0.5475919362493041,0.8056560877456538,0,0.8530955882352941,0.0033617094260944835,-0.0030244683067031097,-0.017920133622610246,False,False,True,True,True,False,True,True,True,False,,,,,False,False,False,False,False,-0.5966824515577627
curve_spread_t02_b05_h14,curve_spread,0.02,0.05,14,0.0,-0.004325811562678639,-0.06292936829713858,-0.06502095253868723,-0.5546742661472259,0.5778986214482547,0,0.8530955882352941,0.0015455404290154462,-0.012766944524991497,-0.012387497045725393,False,False,True,True,True,False,True,True,True,False,,,,,False,False,False,False,False,-0.6016153517564093
curve_spread_t02_b05_h7,curve_spread,0.02,0.05,7,0.0,-0.004293765144835038,-0.06247708088530157,-0.06392826321005818,-0.5590052664539316,0.5688647932789928,0,0.8530955882352941,0.0012936689787192979,-0.008551143021802932,-0.013678189691110565,False,False,True,True,True,False,True,True,True,False,,,,,False,False,False,False,False,-0.6052455762814206
curve_spread_t02_b10_h3,curve_spread,0.02,0.1,3,0.0,-0.008164452812894907,-0.11565698704008598,-0.1183866204848868,-0.5345403081097811,1.0741050040294828,0,0.8061911764705881,0.003446806346310227,-0.015079101278711482,-0.025033095439089048,False,False,True,True,True,False,False,True,True,False,,,,,False,False,False,False,False,-0.6208035740183092
spot_spike_t10_b10_h7,spot_spike_long,0.1,0.1,7,0.0,-0.02609327385561311,-0.32726596936331187,-0.4313026724634902,-0.3309763211721718,3.3728065953446307,0,0.8440944881889764,-0.05575600960410754,-0.0643643681220415,0.04142211278326258,False,False,False,True,False,False,True,True,True,False,,,,,False,False,False,False,False,-0.6325422710685894
curve_spread_t00_b10_h3,curve_spread,0.0,0.1,3,0.0,-0.008552123126238875,-0.12082517755101907,-0.12668400919595202,-0.5477628886368197,1.6104141306797026,0,0.8061911764705884,0.006700677447502912,-0.006103318822880177,-0.03555573730615691,False,False,True,True,True,False,False,True,True,False,,,,,False,False,False,False,False,-0.6443132807940705
curve_spread_t00_b05_h7,curve_spread,0.0,0.05,7,0.0,-0.0046876206324536485,-0.0680216551993913,-0.07113609283786204,-0.5923614110536828,0.7714594902249029,0,0.853095588235294,0.0009461612354246807,-0.006848175180986904,-0.01826150814980987,False,False,True,True,True,False,True,True,True,False,,,,,False,False,False,False,False,-0.6450192936397701
curve_spread_t02_b10_h14,curve_spread,0.02,0.1,14,0.0,-0.008693063866327178,-0.12269711850281873,-0.1266028696258884,-0.5546846422309974,1.1546364157324205,0,0.8061911764705884,0.003065242551562264,-0.025425497918507567,-0.02466628569294993,False,False,True,True,True,False,False,True,True,False,,,,,False,False,False,False,False,-0.6469185689339202
curve_spread_t02_b10_h7,curve_spread,0.02,0.1,7,0.0,-0.008628066153494207,-0.12183429720585337,-0.12454486362328998,-0.5590592037747958,1.1368010147264396,0,0.8061911764705882,0.0025612867117430493,-0.01708008073319034,-0.027209618006880154,False,False,True,True,True,False,False,True,True,False,,,,,False,False,False,False,False,-0.6499557780406936
curve_spread_t02_b15_h3,curve_spread,0.02,0.15,3,0.0,-0.012310413084809957,-0.16948788317281083,-0.17332173820083985,-0.5346172265705491,1.6100589641907157,0,0.7592867647058824,0.005133040999299121,-0.02260520815742806,-0.03736344680274606,False,False,False,True,True,False,False,True,True,False,,,,,False,False,False,False,False,-0.6619995114824961
curve_spread_t00_b15_h3,curve_spread,0.0,0.15,3,0.0,-0.012895390940365847,-0.1768321481863524,-0.18503660577834613,-0.547935492454287,2.4142875929706458,0,0.7592867647058824,0.010016531051128652,-0.009235831728265698,-0.052910611311385525,False,False,False,True,True,False,False,True,True,False,,,,,False,False,False,False,False,-0.6903874531538982
curve_spread_t02_b15_h14,curve_spread,0.02,0.15,14,0.0,-0.013103050393546312,-0.1794246553033425,-0.18488963619497534,-0.5546965912174703,1.7302260709001347,0,0.7592867647058823,0.00455890507874912,-0.03797553694346745,-0.03683659534675754,False,False,False,True,True,False,False,True,True,False,,,,,False,False,False,False,False,-0.6906497708110518
curve_spread_t02_b15_h7,curve_spread,0.02,0.15,7,0.0,-0.013004217357664327,-0.17819173432599988,-0.18198541016479042,-0.5591147499920361,1.7038210024737426,0,0.7592867647058823,0.003802672017903408,-0.025586017595359722,-0.040595198262923016,False,False,False,True,True,False,False,True,True,False,,,,,False,False,False,False,False,-0.6931540998144974
curve_spread_t00_b10_h7,curve_spread,0.0,0.1,7,0.0,-0.009417081528641957,-0.13225485032854067,-0.1380375144959135,-0.5925020886293529,1.541740318657357,0,0.8061911764705882,0.0018590672115130769,-0.01371655558168594,-0.03623478784429868,False,False,True,True,True,False,False,True,True,False,,,,,False,False,False,False,False,-0.6957724121211671
curve_spread_t00_b15_h7,curve_spread,0.0,0.15,7,0.0,-0.014189567291406302,-0.19286539403428793,-0.2009100493631939,-0.5926443002917576,2.310856025035523,0,0.7592867647058824,0.0027385553406835683,-0.020603911319067136,-0.05392346502061229,False,False,False,True,True,False,False,True,True,False,,,,,False,False,False,False,False,-0.7445870198065224
spot_spike_t10_b15_h7,spot_spike_long,0.1,0.15,7,0.0,-0.04067904175414894,-0.46347590409399086,-0.5794517873744196,-0.3298921646964945,5.037738748279165,0,0.8161417322834645,-0.08553806727675717,-0.10175391068225004,0.058724063853640596,False,False,False,True,False,False,True,True,True,False,,,,,False,False,False,False,False,-0.7513535293747938
curve_spread_t00_b05_h14,curve_spread,0.0,0.05,14,0.0,-0.006323142965933393,-0.09072024853563487,-0.09421948555525361,-0.7846195537693,0.8340037687711179,0,0.8530955882352941,-0.0011799295924439512,-0.01718825407872704,-0.02482480632784201,False,False,True,True,False,False,False,True,True,False,,,,,False,False,False,False,False,-0.8527156201665048
curve_spread_t00_b10_h14,curve_spread,0.0,0.1,14,0.0,-0.012672431615583513,-0.1740401223408895,-0.1803783984451518,-0.7847859878928024,1.6664423667744008,0,0.8061911764705882,-0.002395224046861655,-0.03415393216384566,-0.04908539495641595,False,False,False,True,False,False,False,True,True,False,,,,,False,False,False,False,False,-0.9169844740142894
curve_spread_t00_b15_h14,curve_spread,0.0,0.15,14,0.0,-0.019048853661329357,-0.2505010966087774,-0.25910278036648193,-0.7849547383114883,2.4973402990372895,0,0.7592867647058824,-0.0036458195011945804,-0.05089818922614853,-0.07279318983584238,False,False,False,True,False,False,False,True,True,False,,,,,False,False,False,False,False,-0.9775772388077609
