,equity,gross,turnover,min_margin_buffer,liquidated_notional,trading_costs,roll_costs,liquidation_penalty
2021-08-08 00:00:00+00:00,20265.54980611944,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-09 00:00:00+00:00,20322.384971317668,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-10 00:00:00+00:00,20377.027474015365,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-11 00:00:00+00:00,20421.94318160049,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-12 00:00:00+00:00,20348.35827421295,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-13 00:00:00+00:00,20759.670956898022,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-14 00:00:00+00:00,20804.095396266814,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-15 00:00:00+00:00,20995.61535682638,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-16 00:00:00+00:00,20804.39184981189,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-17 00:00:00+00:00,20573.60741461983,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-18 00:00:00+00:00,20643.531950041848,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-19 00:00:00+00:00,20967.295047351592,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-20 00:00:00+00:00,21049.713411964323,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-21 00:00:00+00:00,20965.776056432,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-22 00:00:00+00:00,21069.26802834056,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-23 00:00:00+00:00,21259.850395112324,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-24 00:00:00+00:00,20995.23850185513,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-25 00:00:00+00:00,21065.339036572084,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-26 00:00:00+00:00,20768.1851544598,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-27 00:00:00+00:00,21229.47502427261,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-28 00:00:00+00:00,21122.14529457416,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-29 00:00:00+00:00,21089.82850467445,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-30 00:00:00+00:00,21005.7212541313,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-31 00:00:00+00:00,21202.16507237653,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-01 00:00:00+00:00,21600.5594955491,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-02 00:00:00+00:00,21609.46615514765,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-03 00:00:00+00:00,21718.59487681541,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-04 00:00:00+00:00,21628.175176535995,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-05 00:00:00+00:00,21733.029327421835,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-06 00:00:00+00:00,21642.709055785774,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-07 00:00:00+00:00,20939.515197217253,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-08 00:00:00+00:00,20967.97667739114,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-09 00:00:00+00:00,20974.90047720052,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-10 00:00:00+00:00,20720.20626650528,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-11 00:00:00+00:00,20994.240529135484,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-12 00:00:00+00:00,21029.47633766206,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-13 00:00:00+00:00,20776.928359936344,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-14 00:00:00+00:00,20865.759460773323,0.0,0.0,1.0,0.0,0.0,0.0,0.0
