candidate,eligible_selection,score,check_development_positive,check_validation_a_positive,check_validation_b_positive,check_selection_cagr_min,check_selection_sharpe_min,check_selection_max_drawdown_min,check_selection_turnover_max,check_worst_severe_period_min,selection_cagr,selection_sharpe,selection_dd,selection_turnover
tsmom+relative__vol08__cap075__r20__b10,False,0.02294669941330317,True,True,False,False,False,True,True,True,0.017329470283052872,0.334426700761237,-0.10332031423892574,8.614113610795219
tsmom+relative__vol08__cap075__r20__b05,False,0.022663504993996983,True,True,False,False,False,True,True,True,0.017234761086578843,0.33274402064597847,-0.10328976078823249,8.675053999757722
tsmom+relative__vol08__cap100__r20__b10,False,0.022030738115342823,True,True,True,False,False,True,True,True,0.02147689593378499,0.34375792953527934,-0.12975608678236794,11.386258002403084
tsmom+relative__vol08__cap100__r20__b05,False,0.021943571088225,True,True,True,False,False,True,True,True,0.021445842666000026,0.34325648539775167,-0.12975608678236827,11.40225623073366
tsmom+relative__vol10__cap100__r20__b10,False,0.021099147888697618,True,True,False,False,False,True,True,True,0.022374819702324134,0.3297869494602415,-0.13359212323772673,11.553409607838471
tsmom+relative__vol10__cap100__r20__b05,False,0.021007386774211864,True,True,False,False,False,True,True,True,0.022340254919727798,0.32927501167904444,-0.1335921232377265,11.56965091723214
tsmom+relative__vol10__cap075__r20__b10,False,0.01963009470100471,True,True,False,False,False,True,True,True,0.017244182363862492,0.31669947465143683,-0.11179855802531968,8.671809802352406
tsmom+relative__vol10__cap075__r20__b05,False,0.019348894333310593,True,True,False,False,False,True,True,True,0.01714799578873749,0.31505847450624663,-0.11176707431634081,8.732835717553865
tsmom+crisis__vol08__cap100__r20__b05,False,0.019186920760429278,True,True,False,False,False,True,True,False,0.022325774902621998,0.3394343394442677,-0.13746613474136882,10.338179345694943
tsmom+crisis__vol08__cap100__r20__b10,False,0.019181987187278787,True,True,False,False,False,True,True,False,0.022321148065711505,0.3393287455879051,-0.1375209326794179,10.317329471978915
tsmom+crisis__vol08__cap075__r20__b10,False,0.01816297547422324,True,True,False,False,False,True,True,True,0.017537730027788134,0.31543659298365767,-0.1146389834968391,7.8125949162564385
tsmom+relative__vol12__cap100__r20__b10,False,0.017669639203491433,True,True,False,False,False,True,True,True,0.02216534362940159,0.31298958789683806,-0.14247352428714755,11.578814710200465
tsmom+relative__vol12__cap100__r20__b05,False,0.017572069677099508,True,True,False,False,False,True,True,True,0.022127305693668164,0.31245149789431614,-0.1424735242871472,11.595299100657222
tsmom+crisis__vol08__cap075__r20__b05,False,0.017504647947052872,True,True,False,False,False,True,True,True,0.01729448368245423,0.3110136029244163,-0.1146980932035413,7.86027037714133
tsmom+relative__vol12__cap075__r20__b10,False,0.01603713577837624,True,True,False,False,False,True,True,True,0.017065892802289317,0.2985043383740642,-0.12085432091516835,8.745767708648748
tsmom+relative__vol12__cap075__r20__b05,False,0.015760951013151968,True,True,False,False,False,True,True,True,0.0169696774010768,0.29692876423121756,-0.12082368996704718,8.806793161315362
tsmom+crisis__vol10__cap100__r20__b05,False,0.014782254129640108,True,True,False,False,False,True,True,False,0.022393291543214344,0.30850248046328227,-0.14897704909311582,10.513028514127482
tsmom+crisis__vol10__cap100__r20__b10,False,0.014759375068383566,True,True,False,False,False,True,True,False,0.02238551799258759,0.30835551920071513,-0.14909782330849308,10.488246176808444
tsmom+crisis__vol10__cap075__r20__b10,False,0.01314949948055675,True,True,False,False,False,True,True,True,0.016861820055817267,0.2846339198185729,-0.12279858974022917,7.847961554953743
tsmom+crisis__vol10__cap075__r20__b05,False,0.012495658045313534,True,True,False,False,False,True,True,True,0.01660642484864372,0.28030704550038704,-0.12283040898462882,7.896177550757291
tsmom__vol08__cap075__r20__b10,False,0.010829603915494118,True,True,True,False,False,True,True,True,0.012661579964626801,0.24313473142567218,-0.14625697157018092,4.932155729004686
tsmom+relative__vol08__cap075__r10__b05,False,0.010826382695386957,True,True,True,False,False,True,True,True,0.013762472764518474,0.26893460260533353,-0.11810776313272653,10.470406631728027
tsmom+relative__vol08__cap075__r10__b10,False,0.010810583413331047,True,True,True,False,False,True,True,True,0.013731587462191497,0.26794898743456447,-0.11852268705336266,10.358680054195235
tsmom__vol08__cap075__r20__b05,False,0.0104779499168614,True,True,True,False,False,True,True,True,0.012532230581419945,0.24058614717930726,-0.1462569715701827,4.950573604721142
tsmom+crisis__vol12__cap100__r20__b10,False,0.009645037098248639,True,True,False,False,False,True,True,False,0.021524314049105264,0.28044204676878687,-0.15785672828460473,10.468162546305058
tsmom+crisis__vol12__cap100__r20__b05,False,0.009596451855558616,True,True,False,False,False,True,True,False,0.02151528576108075,0.2803751766625311,-0.15789276968393684,10.493975065070632
tsmom+breakout__vol08__cap075__r20__b05,False,0.009390372811207503,True,True,True,False,False,True,True,True,0.012564083034966922,0.2392480533185871,-0.14872863570635841,5.510807501374967
tsmom+breakout__vol08__cap075__r20__b10,False,0.009390372811207503,True,True,True,False,False,True,True,True,0.012564083034966922,0.2392480533185871,-0.14872863570635841,5.510807501374967
tsmom+relative__vol08__cap075__r5__b10,False,0.009077961917693741,True,True,True,False,False,True,False,True,0.012875238933250266,0.25500192098303726,-0.12192895463982156,12.917588084246113
tsmom+relative__vol10__cap075__r10__b05,False,0.009067584116017404,True,True,False,False,False,True,True,True,0.013884376561448919,0.2576967485734632,-0.12025483802486814,10.547939703084502
tsmom+relative__vol10__cap075__r10__b10,False,0.008984451245769628,True,True,False,False,False,True,True,True,0.013835340566385135,0.2563919672654372,-0.12066875176229352,10.435051724023598
tsmom+crisis__vol12__cap075__r20__b10,False,0.008589892690472844,True,True,False,False,False,True,True,False,0.016287293266376013,0.26185407092928087,-0.13300496199867662,7.854595944935056
tsmom+relative__vol08__cap100__r10__b10,False,0.00831529383323098,True,True,True,False,False,True,False,True,0.01684212363985038,0.2711489356753129,-0.1436862484210264,13.711748097906039
tsmom+relative__vol08__cap100__r10__b05,False,0.008275327791060086,True,True,True,False,False,True,False,True,0.016820340383690402,0.27090389263371695,-0.14368624842102606,13.736446534001088
tsmom__vol08__cap100__r20__b05,False,0.007926422893812205,True,True,True,False,False,True,True,True,0.015000987190998849,0.2408074569346874,-0.17669878165219743,6.530935563820445
tsmom__vol08__cap100__r20__b10,False,0.007926422893812205,True,True,True,False,False,True,True,True,0.015000987190998849,0.2408074569346874,-0.17669878165219743,6.530935563820445
tsmom+crisis__vol12__cap075__r20__b05,False,0.007915890619556167,True,True,False,False,False,True,True,False,0.0160152188768925,0.25748686832780976,-0.1330318499455283,7.904743439413631
tsmom+relative__vol08__cap100__r5__b10,False,0.007754430525751234,True,True,True,False,False,True,False,True,0.01632594712680735,0.26498167925917476,-0.1503435149535346,17.2383928600446
tsmom__vol10__cap075__r20__b10,False,0.007207947005616665,True,True,True,False,False,True,True,True,0.012408654238960537,0.2240431248278541,-0.15567306188568897,4.942992781069147
tsmom+relative__vol08__cap075__r5__b05,False,0.0070795290894943175,True,True,True,False,False,True,False,True,0.012381724052623833,0.2454893504252047,-0.12233635455943748,13.306901816874388
tsmom__vol10__cap075__r20__b05,False,0.006841195795832267,True,True,True,False,False,True,True,True,0.012267880739471604,0.22143674289496368,-0.15567306188568963,4.960459936733541
tsmom+breakout__vol08__cap100__r20__b05,False,0.006825707776521927,True,True,True,False,False,True,True,True,0.015149165604925185,0.2412623324900859,-0.17865986501113296,7.252332137705459
tsmom+breakout__vol08__cap100__r20__b10,False,0.006825707776521927,True,True,True,False,False,True,True,True,0.015149165604925185,0.2412623324900859,-0.17865986501113296,7.252332137705459
tsmom__vol10__cap100__r20__b05,False,0.0067189184334355565,True,True,True,False,False,True,True,True,0.01573940366537152,0.2314352121602836,-0.18729648261612697,6.62525889101572
tsmom__vol10__cap100__r20__b10,False,0.0067189184334355565,True,True,True,False,False,True,True,True,0.01573940366537152,0.2314352121602836,-0.18729648261612697,6.62525889101572
tsmom+relative__vol10__cap100__r10__b05,False,0.006381153656815616,True,True,True,False,False,True,False,True,0.017520474720325918,0.2612180918911666,-0.15306101886917745,13.952887490974803
tsmom+relative__vol10__cap100__r10__b10,False,0.006327691661501104,True,True,True,False,False,True,False,True,0.017516310815801406,0.2610095196334659,-0.15306101886917522,13.926741220600217
tsmom+relative__vol10__cap075__r5__b10,False,0.0062663204137803526,True,True,True,False,False,True,False,True,0.012612791306938709,0.23710772766986132,-0.12269072942085046,13.040639960538478
tsmom+ma+breakout+relative+crisis__vol08__cap100__r20__b10,False,0.006016293073868424,True,False,True,False,False,True,False,False,0.02006911366123365,0.311678403193121,-0.14924610554770934,21.062390973564707
tsmom+ma+breakout+relative+crisis__vol08__cap075__r20__b10,False,0.0059276761320541105,True,False,True,False,False,True,False,False,0.015159114106473082,0.28118835687106075,-0.12647718043804335,16.21285106143453
tsmom+ma+breakout+relative+crisis__vol08__cap100__r20__b05,False,0.005871836776210296,True,False,True,False,False,True,False,False,0.020086185173374238,0.3119538830243773,-0.14992083831965097,21.085691284585042
tsmom+relative__vol08__cap100__r5__b05,False,0.005858527643146507,True,True,True,False,False,True,False,True,0.015778185194239347,0.2561334424068027,-0.1507082910887444,17.450403416141764
tsmom+ma+breakout+relative+crisis__vol08__cap075__r20__b05,False,0.005734716206504797,True,False,True,False,False,True,False,False,0.01520332082418574,0.28199774577400977,-0.12755890592986907,16.28694683276006
tsmom+relative__vol12__cap075__r10__b05,False,0.005413128845620337,True,True,False,False,False,True,True,True,0.013129793162437009,0.23279472996859396,-0.12025483802486847,10.62872548428893
tsmom+relative__vol12__cap075__r10__b10,False,0.005278495968910361,True,True,False,False,False,True,True,True,0.013065203365287825,0.23128685119133105,-0.12066875176229419,10.51502294129684
tsmom+breakout__vol10__cap100__r20__b05,False,0.005189207464658405,True,True,True,False,False,True,True,True,0.015733374997919825,0.22969247194012699,-0.18998291631257747,7.356740024865986
tsmom+breakout__vol10__cap100__r20__b10,False,0.005189207464658405,True,True,True,False,False,True,True,True,0.015733374997919825,0.22969247194012699,-0.18998291631257747,7.356740024865986
tsmom+breakout__vol10__cap075__r20__b05,False,0.004937176550069544,True,True,True,False,False,True,True,True,0.012115195053343353,0.2166349936760493,-0.1604651581911134,5.5395976189757485
tsmom+breakout__vol10__cap075__r20__b10,False,0.004937176550069544,True,True,True,False,False,True,True,True,0.012115195053343353,0.2166349936760493,-0.1604651581911134,5.5395976189757485
tsmom__vol12__cap075__r20__b10,False,0.004605657588334169,True,True,False,False,False,True,True,True,0.012098730367064991,0.2074813767438094,-0.15754207278954602,4.9558507911961796
tsmom__vol12__cap100__r20__b05,False,0.004425114855629586,True,True,True,False,False,True,True,True,0.016054936820446786,0.22361363997570247,-0.19849858927430497,6.6047903130772605
tsmom__vol12__cap100__r20__b10,False,0.004425114855629586,True,True,True,False,False,True,True,True,0.016054936820446786,0.22361363997570247,-0.19849858927430497,6.6047903130772605
tsmom+relative__vol10__cap075__r5__b05,False,0.004375840496267203,True,True,True,False,False,True,False,True,0.01213614358123194,0.22841341798378378,-0.12312039009441178,13.427992093623116
tsmom+relative__vol12__cap100__r10__b05,False,0.004237814510646101,True,True,False,False,False,True,False,True,0.017559304991672242,0.25072998059161233,-0.15810353736184768,14.012767086658807
tsmom__vol12__cap075__r20__b05,False,0.004219674427838871,True,True,False,False,False,True,True,True,0.011945479926424918,0.20479558769140557,-0.1575420727895468,4.973720386859372
tsmom+relative__vol10__cap100__r5__b10,False,0.004188874370252081,True,True,True,False,False,True,False,True,0.01640364029477359,0.24783370315204056,-0.1584252021132021,17.5349728182866
tsmom+relative__vol12__cap100__r10__b10,False,0.0041671485970373855,True,True,False,False,False,True,False,True,0.017559349323578832,0.25051749166420817,-0.15810353736184846,13.983675418015704
tsmom+ma+breakout+relative+crisis__vol10__cap075__r20__b10,False,0.003146389477657472,True,False,True,False,False,True,False,False,0.015089089206305362,0.26357833197986513,-0.13634473996875585,16.331203680682396
tsmom+ma+breakout+relative+crisis__vol10__cap075__r20__b05,False,0.002926532510704436,True,False,True,False,False,True,False,False,0.015124202917059959,0.26416019083188436,-0.13741424598507812,16.40636741943975
tsmom+breakout__vol12__cap100__r20__b05,False,0.0024580630212023055,True,True,True,False,False,True,True,True,0.015950418335198613,0.2201462829340008,-0.20304318487329265,7.369734316093315
tsmom+breakout__vol12__cap100__r20__b10,False,0.0024580630212023055,True,True,True,False,False,True,True,True,0.015950418335198613,0.2201462829340008,-0.20304318487329265,7.369734316093315
tsmom+relative__vol10__cap100__r5__b05,False,0.0024110702595782248,True,True,True,False,False,True,False,True,0.015880171379188512,0.23997285293156204,-0.15890209923141307,17.755136562277976
tsmom+breakout__vol12__cap075__r20__b05,False,0.002158130680079369,True,True,False,False,False,True,True,True,0.011757654908082449,0.19967697831085554,-0.16328759029216056,5.558245782215799
tsmom+breakout__vol12__cap075__r20__b10,False,0.002158130680079369,True,True,False,False,False,True,True,True,0.011757654908082449,0.19967697831085554,-0.16328759029216056,5.558245782215799
tsmom+relative__vol12__cap100__r5__b10,False,0.0015562656587455315,True,True,True,False,False,True,False,True,0.016156068290366088,0.23407111874303557,-0.16126787229936335,17.634306994349593
tsmom+relative__vol12__cap075__r5__b10,False,0.0014184494178517571,True,True,True,False,False,True,False,True,0.011433910367248501,0.20536374630799933,-0.1226907294208488,13.149818487804865
tsmom+ma+breakout+relative+crisis__vol12__cap075__r20__b10,False,0.00010128389320493078,True,False,True,False,False,True,False,False,0.014715794566762419,0.2449907084614709,-0.14554698687091272,16.411735115861212
tsmom+ma+breakout+relative+crisis__vol10__cap100__r20__b10,False,-9.842320766658211e-05,True,False,True,False,False,True,False,False,0.01963195744033963,0.27917249216749507,-0.16500080539319972,21.627433732787257
tsmom+relative__vol12__cap100__r5__b05,False,-0.00011987610094978812,True,True,True,False,False,True,False,True,0.015659885457358413,0.22689739492998645,-0.16177469998605176,17.856381754489245
tsmom+ma+breakout+relative+crisis__vol12__cap075__r20__b05,False,-0.00014152360568625913,True,False,True,False,False,True,False,False,0.014742439824455111,0.24538422743952923,-0.14660509730050053,16.487681213986274
tsmom+ma+breakout+relative+crisis__vol10__cap100__r20__b05,False,-0.0002595415282985111,True,False,True,False,False,True,False,False,0.019641132322321342,0.2793356859803826,-0.16566304311532198,21.652508857162964
tsmom+relative__vol12__cap075__r5__b05,False,-0.0003945659393124988,True,True,True,False,False,True,False,True,0.010967573705822797,0.1972200001296717,-0.12312039009440834,13.539597153113869
tsmom+crisis__vol08__cap075__r10__b10,False,-0.0007120449283672687,True,True,False,False,False,True,True,False,0.011623691561339689,0.20841473176844397,-0.1281450351152411,10.252906325304144
tsmom__vol08__cap075__r10__b10,False,-0.0021361235635332333,True,True,False,False,False,True,True,True,0.00870338538755755,0.16702536830663345,-0.1358600611972789,7.259900724704347
tsmom__vol08__cap075__r10__b05,False,-0.0021440894779732513,True,True,False,False,False,True,True,True,0.008736617427637094,0.1676688616565882,-0.13565932271637893,7.322909654191101
tsmom+ma+breakout+relative+crisis__vol12__cap100__r20__b10,False,-0.003125177391409009,True,False,True,False,False,True,False,False,0.019392074904958312,0.26118817499816716,-0.17499612375613682,21.776121804050018
tsmom+crisis__vol08__cap075__r10__b05,False,-0.0032393171434157934,True,True,False,False,False,True,True,False,0.010743478109767723,0.1927082499938898,-0.1291455122345747,10.41664258554859
tsmom+ma+breakout+relative+crisis__vol12__cap100__r20__b05,False,-0.0032722911116214656,True,False,True,False,False,True,False,False,0.01940759957476157,0.261434132791415,-0.17565043419293147,21.801114508495836
tsmom+crisis__vol08__cap100__r10__b10,False,-0.004279356631375641,True,True,False,False,False,True,False,False,0.014393809928010315,0.21828671285706724,-0.15845390300117268,13.529911509923632
tsmom+crisis__vol08__cap125__r20__b10,False,-0.004592675784008267,True,True,False,False,False,True,False,False,0.018275941787042393,0.24884068455636457,-0.1912692146416598,12.604188007463925
tsmom+crisis__vol08__cap125__r20__b05,False,-0.004616713307000076,True,True,False,False,False,True,False,False,0.018264527392789054,0.24869375120539713,-0.19126921464165514,12.605056468126
tsmom+crisis__vol10__cap075__r10__b10,False,-0.0049615249709286345,True,True,False,False,False,True,True,False,0.010785498937671889,0.18132094592431836,-0.13075915275321748,10.31346328668472
tsmom+crisis__vol08__cap100__r10__b05,False,-0.005014935782188102,True,True,False,False,False,True,False,False,0.014240686168421446,0.21598575867848452,-0.15971199881567666,13.617291618804769
tsmom+relative__vol10__cap125__r20__b10,False,-0.0051946322041017436,True,True,False,False,False,True,False,False,0.01682349833904473,0.21541554752347375,-0.18117578720902117,14.251604883101617
tsmom+relative__vol10__cap125__r20__b05,False,-0.005197330794143527,True,True,False,False,False,True,False,False,0.016824084007864615,0.21542134786466824,-0.1811757872090225,14.25535316925853
tsmom__vol10__cap075__r10__b10,False,-0.005390212370780806,True,True,False,False,False,True,True,True,0.008354306227750463,0.15073959957157113,-0.14225347814286904,7.319555833966622
tsmom__vol10__cap075__r10__b05,False,-0.005408417361020511,True,True,False,False,False,True,True,True,0.008382845453725585,0.15124890883763675,-0.14205422484364638,7.383836874581759
tsmom__vol08__cap100__r10__b10,False,-0.005898555384773969,True,True,False,False,False,True,True,True,0.010838410506762486,0.17410592635706273,-0.1690131656028273,9.572199690833585
crisis__vol08__cap125__r10__b05,False,-0.005973447589239572,True,True,False,False,False,True,True,True,0.008029945216417422,0.12827610515556837,-0.1454781061797421,4.813258181953514
tsmom__vol08__cap100__r10__b05,False,-0.006352473174673131,True,True,False,False,False,True,True,True,0.010684378190074728,0.17162193696794606,-0.16875556852815232,9.617323454239122
tsmom+relative__vol08__cap125__r20__b05,False,-0.006631702337883735,True,True,False,False,False,True,False,False,0.015523790697756334,0.21963151742743867,-0.17788753381714395,13.910874975730723
tsmom+relative__vol08__cap125__r20__b10,False,-0.006631848189966582,True,True,False,False,False,True,False,False,0.015522314395590486,0.21960766484895194,-0.17788753381714284,13.907636319369097
tsmom+breakout__vol08__cap075__r10__b10,False,-0.006732527567224806,True,True,False,False,False,True,True,True,0.007916827180620034,0.15073080005078895,-0.1388672300626158,8.557489522399345
tsmom+breakout__vol08__cap075__r10__b05,False,-0.006862688095505047,True,True,False,False,False,True,True,True,0.007861934900625256,0.1497083210630935,-0.13886723006261636,8.572235583512306
tsmom+crisis__vol10__cap075__r10__b05,False,-0.007457792858882144,True,True,False,False,False,True,True,False,0.009897627424259703,0.1664873351498067,-0.13194312123215235,10.480214838057798
tsmom+relative__vol12__cap125__r20__b10,False,-0.007619254073916913,True,True,False,False,False,True,False,False,0.016678728621001504,0.199445780521572,-0.18669807329989585,14.436681528647064
tsmom+relative__vol12__cap125__r20__b05,False,-0.007628938884024369,True,True,False,False,False,True,False,False,0.01667585253288606,0.1994105635869189,-0.18669807329989352,14.440672895867069
tsmom__vol10__cap100__r10__b10,False,-0.007673555612611349,True,True,False,False,False,True,True,True,0.011050045079980642,0.16247130606250337,-0.17602765584111013,9.751734354261135
tsmom__vol12__cap075__r10__b10,False,-0.0076982210087208095,True,True,False,False,False,True,True,True,0.008131524532259515,0.13937179982011458,-0.14498075090356122,7.356066504160051
crisis__vol08__cap125__r10__b10,False,-0.007706663139366337,True,True,False,False,False,True,True,True,0.007476445291257017,0.11942580002235875,-0.1470658474368921,4.761085538936734
tsmom__vol12__cap075__r10__b05,False,-0.007727733837663839,True,True,False,False,False,True,True,True,0.008154017295055382,0.13975285382565936,-0.14478213114592897,7.420475474494232
relative__vol10__cap075__r5__b05,False,-0.007908744132392077,True,True,True,False,False,True,False,False,0.008445646057747114,0.20183982468896403,-0.10659608094723505,22.034309809447134
relative__vol10__cap075__r10__b05,False,-0.007908744132392077,True,True,True,False,False,True,False,False,0.008445646057747114,0.20183982468896403,-0.10659608094723505,22.034309809447134
relative__vol10__cap075__r10__b10,False,-0.007908744132392077,True,True,True,False,False,True,False,False,0.008445646057747114,0.20183982468896403,-0.10659608094723505,22.034309809447134
relative__vol10__cap075__r20__b05,False,-0.007908744132392077,True,True,True,False,False,True,False,False,0.008445646057747114,0.20183982468896403,-0.10659608094723505,22.034309809447134
relative__vol10__cap075__r20__b10,False,-0.007908744132392077,True,True,True,False,False,True,False,False,0.008445646057747114,0.20183982468896403,-0.10659608094723505,22.034309809447134
relative__vol10__cap075__r5__b10,False,-0.007908744132392129,True,True,True,False,False,True,False,False,0.008445646057747114,0.20183982468896414,-0.10659608094723505,22.034309809447127
relative__vol12__cap075__r5__b05,False,-0.007908744132392133,True,True,True,False,False,True,False,False,0.008445646057747114,0.2018398246889641,-0.10659608094723505,22.034309809447127
relative__vol12__cap075__r5__b10,False,-0.007908744132392133,True,True,True,False,False,True,False,False,0.008445646057747114,0.2018398246889641,-0.10659608094723505,22.034309809447127
relative__vol12__cap075__r10__b05,False,-0.007908744132392133,True,True,True,False,False,True,False,False,0.008445646057747114,0.2018398246889641,-0.10659608094723505,22.034309809447127
relative__vol12__cap075__r10__b10,False,-0.007908744132392133,True,True,True,False,False,True,False,False,0.008445646057747114,0.2018398246889641,-0.10659608094723505,22.034309809447127
relative__vol12__cap075__r20__b05,False,-0.007908744132392133,True,True,True,False,False,True,False,False,0.008445646057747114,0.2018398246889641,-0.10659608094723505,22.034309809447127
relative__vol12__cap075__r20__b10,False,-0.007908744132392133,True,True,True,False,False,True,False,False,0.008445646057747114,0.2018398246889641,-0.10659608094723505,22.034309809447127
tsmom__vol10__cap100__r10__b05,False,-0.008034595690433754,True,True,False,False,False,True,True,True,0.010924459957888821,0.16061757211942,-0.17577122794273614,9.796695461665735
tsmom+crisis__vol10__cap125__r20__b10,False,-0.0081529161743681,True,True,False,False,False,True,False,False,0.018796982417374597,0.22854366025259146,-0.2085908434992909,12.920367567821
tsmom+crisis__vol10__cap125__r20__b05,False,-0.008181269541106406,True,True,False,False,False,True,False,False,0.01878276582684779,0.2283805202477813,-0.2085908434992878,12.921453143648604
relative__vol08__cap075__r5__b10,False,-0.008255181071786908,True,True,True,False,False,True,False,False,0.00830181684138176,0.19933095736237688,-0.10659608094723505,22.036208146349235
relative__vol08__cap075__r10__b05,False,-0.008255181071786908,True,True,True,False,False,True,False,False,0.00830181684138176,0.19933095736237688,-0.10659608094723505,22.036208146349235
relative__vol08__cap075__r10__b10,False,-0.008255181071786908,True,True,True,False,False,True,False,False,0.00830181684138176,0.19933095736237688,-0.10659608094723505,22.036208146349235
relative__vol08__cap075__r20__b05,False,-0.008255181071786908,True,True,True,False,False,True,False,False,0.00830181684138176,0.19933095736237688,-0.10659608094723505,22.036208146349235
relative__vol08__cap075__r20__b10,False,-0.008255181071786908,True,True,True,False,False,True,False,False,0.00830181684138176,0.19933095736237688,-0.10659608094723505,22.036208146349235
relative__vol08__cap075__r5__b05,False,-0.008255181071786915,True,True,True,False,False,True,False,False,0.00830181684138176,0.19933095736237688,-0.10659608094723505,22.036208146349242
crisis__vol08__cap100__r10__b05,False,-0.008743754660219483,True,True,False,False,False,True,True,True,0.006212216879138088,0.10702434181803885,-0.13470694069576583,4.04600114469835
tsmom+crisis__vol10__cap100__r10__b10,False,-0.009114132366993852,True,True,False,False,False,True,False,False,0.013881211183677689,0.1907913941112668,-0.1679814514277992,13.822390084374945
tsmom__vol08__cap075__r5__b10,False,-0.009154615298256277,True,False,True,False,False,True,True,False,0.00748611146398348,0.1445524500630611,-0.12341019252137175,10.281456696436571
tsmom+ma+breakout+relative+crisis__vol08__cap075__r10__b10,False,-0.009461035504645329,True,False,True,False,False,True,False,False,0.010429838782688217,0.19328608136802158,-0.14300975963221196,17.77684495823983
tsmom+crisis__vol12__cap075__r10__b10,False,-0.009752337128615429,True,True,False,False,False,True,True,False,0.009941493298110116,0.15927098473976875,-0.14012192968913206,10.341376128418888
tsmom+crisis__vol10__cap100__r10__b05,False,-0.009874825101805785,True,True,False,False,False,True,False,False,0.013714653142558486,0.18855141704181405,-0.16925474306652766,13.914569863298865
crisis__vol08__cap100__r10__b10,False,-0.010055094831524895,True,True,False,False,False,True,True,True,0.005656781051713189,0.09741513237676083,-0.13490632839644023,3.986654017494879
tsmom__vol12__cap100__r10__b10,False,-0.010254513081995594,True,True,False,False,False,True,True,True,0.010879664783807641,0.15147287223721415,-0.18224939065420942,9.775056430711512
tsmom+breakout__vol10__cap075__r10__b10,False,-0.010258568221076573,True,True,False,False,False,True,True,True,0.007500225057182286,0.1341338640199164,-0.14587292809376873,8.62966811729578
tsmom+breakout__vol10__cap075__r10__b05,False,-0.010330396809387708,True,True,False,False,False,True,True,True,0.007466071648637218,0.13353192080455922,-0.14587292809376728,8.645786332479053
tsmom+ma+breakout+relative+crisis__vol08__cap075__r10__b05,False,-0.01045605191610435,True,False,True,False,False,True,False,False,0.010237328019730763,0.18970444631421932,-0.14498599133547763,17.94999876187059
crisis__vol08__cap125__r5__b05,False,-0.01053118669888539,True,True,False,False,False,True,True,True,0.007449786494387878,0.11759506499563756,-0.157282460490356,6.134813686046398
tsmom__vol12__cap100__r10__b05,False,-0.010568760917893598,True,True,False,False,False,True,True,True,0.01077170738028177,0.14995420354075467,-0.18199489901788524,9.82235868501538
ma__vol08__cap075__r20__b10,False,-0.010900270611020387,True,True,True,False,False,True,True,True,0.00563113633887613,0.10835439677696587,-0.16364496549709995,5.7631174367064135
tsmom__vol08__cap075__r5__b05,False,-0.011086259877976278,True,False,True,False,False,True,True,False,0.006883249659199064,0.1328127576067179,-0.12410422577626967,10.604200372891823
tsmom+breakout__vol08__cap100__r10__b10,False,-0.011472768191232342,True,True,False,False,False,True,True,True,0.009770378302057736,0.15593046442613276,-0.17176381925947937,11.185047439179298
tsmom+breakout__vol08__cap100__r10__b05,False,-0.011489192880640464,True,True,False,False,False,True,True,True,0.009760597905269064,0.1557661307381518,-0.17176381925947992,11.189276341454937
ma__vol08__cap075__r20__b05,False,-0.011737262575373338,True,True,False,False,False,True,True,True,0.005416811521142151,0.10425043635071678,-0.16364496549709584,5.778713889205053
tsmom+ma+breakout+relative+crisis__vol10__cap075__r10__b10,False,-0.012046279303455438,True,False,True,False,False,True,False,False,0.010110331947603246,0.17628138650943384,-0.1493762217658815,17.918230877237484
tsmom+crisis__vol12__cap075__r10__b05,False,-0.012302223235630056,True,True,False,False,False,True,True,False,0.00901396589994663,0.1445036165420104,-0.14138012561199564,10.510114851225838
crisis__vol08__cap100__r5__b05,False,-0.012303682003177701,True,True,False,False,False,True,True,True,0.0058211909687837515,0.09907162566992865,-0.1467437924613746,5.190310729542518
crisis__vol08__cap125__r5__b10,False,-0.012340078369443373,True,True,False,False,False,True,True,True,0.0069712371788579475,0.10995965014273519,-0.1603681290017036,6.0869182100850505
tsmom__vol10__cap075__r5__b10,False,-0.012781139268091185,True,False,True,False,False,True,True,False,0.0069889835678282886,0.12707433799034018,-0.1369943963536644,10.382499344423396
tsmom+crisis__vol12__cap100__r10__b10,False,-0.012883113927183939,True,True,False,False,False,True,False,False,0.012959447369313093,0.16833229433133548,-0.1679814514277982,13.850500595714395
tsmom+breakout__vol12__cap075__r10__b10,False,-0.012942162965285246,True,True,False,False,False,True,True,True,0.007160209632639081,0.12162209632424019,-0.14969160180697838,8.678056932270005
tsmom+breakout__vol12__cap075__r10__b05,False,-0.012967491418309007,True,True,False,False,False,True,True,True,0.007142665418512495,0.1213299187307453,-0.14969160180697838,8.69426522052549
tsmom+ma+breakout+relative+crisis__vol10__cap075__r10__b05,False,-0.013077990858353747,True,False,True,False,False,True,False,False,0.009896945266291146,0.17253543902591112,-0.1513377723167677,18.09582064986068
tsmom+ma+breakout+relative+crisis__vol08__cap100__r10__b05,False,-0.013610432428095315,True,False,True,False,False,True,False,False,0.01369450534100003,0.21297410744242765,-0.17437572344317143,23.196973686861334
tsmom+ma+breakout+relative+crisis__vol08__cap100__r10__b10,False,-0.013674369793694494,True,False,True,False,False,True,False,False,0.013631508631276823,0.21199043305322054,-0.17414422180891642,23.14313384984519
