candidate,eligible_selection,score,check_development_positive,check_validation_a_positive,check_validation_b_positive,check_selection_cagr_min,check_selection_sharpe_min,check_selection_max_drawdown_min,check_selection_turnover_max,check_worst_severe_period_min,selection_cagr,selection_sharpe,selection_dd,selection_turnover
tsmom+breakout__vol08__cap125__r5__b10,False,-0.06551694158389322,True,False,False,False,False,False,False,False,-0.0015960341692771163,-0.022684806220489677,-0.2706685854750984,20.716607811337393
tsmom+ma+breakout__vol10__cap100__r20__b05,False,-0.0656112627818341,True,False,True,False,False,False,False,False,0.0012456669450471303,0.017731722748254276,-0.27071707870210027,29.1504221779292
relative__vol12__cap125__r5__b10,False,-0.06569853962143268,False,False,True,False,False,False,False,False,0.0008628131929233618,0.01257132073934138,-0.2335461768019539,36.643672380121544
relative__vol12__cap125__r10__b10,False,-0.06569853962143268,False,False,True,False,False,False,False,False,0.0008628131929233618,0.01257132073934138,-0.2335461768019539,36.643672380121544
relative__vol12__cap125__r20__b10,False,-0.06569853962143268,False,False,True,False,False,False,False,False,0.0008628131929233618,0.01257132073934138,-0.2335461768019539,36.643672380121544
relative__vol12__cap125__r5__b05,False,-0.0657452695849966,False,False,True,False,False,False,False,False,0.0008497537149161349,0.012383569886442014,-0.23368082026179282,36.648915268674024
tsmom+ma__vol08__cap100__r5__b05,False,-0.06579371091144617,True,False,True,False,False,False,False,False,2.2487360838319148e-05,0.0003532747311326692,-0.24741578438307466,29.53409419117023
relative__vol12__cap125__r10__b05,False,-0.06582658136538275,False,False,True,False,False,False,False,False,0.000826380934090043,0.0120431956711939,-0.23392173940417404,36.647964347520066
tsmom+crisis__vol10__cap125__r5__b10,False,-0.06592641529667062,True,False,False,False,False,False,False,False,0.00015029736554228457,0.0018324121507948823,-0.30485941616376944,23.01132078934283
relative__vol12__cap125__r20__b05,False,-0.06593496135600822,False,False,True,False,False,False,False,False,0.0007941135259563747,0.011570614111684887,-0.23425422630098913,36.64637197763334
tsmom+ma__vol10__cap100__r5__b10,False,-0.0660373550796158,True,False,True,False,False,False,False,False,0.000410203337737558,0.005862380852874383,-0.25328066602195454,30.202746295086506
tsmom+ma+breakout__vol10__cap100__r20__b10,False,-0.06604618276568869,True,False,True,False,False,False,False,False,0.0010599275913685258,0.015085858007604406,-0.2719959744406364,29.119831225451644
tsmom+crisis__vol10__cap125__r5__b05,False,-0.06619727264123584,True,False,False,False,False,False,False,False,0.0002147018854010696,0.002617551007142863,-0.30606438767366073,23.09455280696717
tsmom+ma+breakout+crisis__vol08__cap100__r5__b10,False,-0.0670396046796764,True,False,True,False,False,False,False,False,-0.0005224496735366513,-0.008042502681525055,-0.24308935559971112,30.86830872987288
tsmom+ma+breakout+crisis__vol12__cap075__r5__b05,False,-0.0672282582905106,True,False,False,False,False,False,False,False,-0.0035956375322243606,-0.05867941178541002,-0.2468190914720304,24.635855060862337
tsmom+ma+breakout+crisis__vol08__cap100__r5__b05,False,-0.06727345567043555,True,False,True,False,False,False,False,False,-0.00047826211984536293,-0.007362413783824968,-0.2446270962355036,30.989285632832036
tsmom+ma+breakout__vol12__cap100__r20__b05,False,-0.0673213916232021,True,False,True,False,False,False,False,False,0.001243140732310355,0.01669708818799977,-0.2810508691121686,29.535199192531618
tsmom+ma+crisis__vol10__cap100__r5__b05,False,-0.06749539957344755,True,False,True,False,False,False,False,False,-0.0009561949487398858,-0.013389567705359458,-0.25154624574393436,29.33816969826007
tsmom+ma+breakout__vol12__cap100__r20__b10,False,-0.06774217418273329,True,False,True,False,False,False,False,False,0.001057401847265771,0.014200752855383667,-0.28231164315865187,29.50460824005406
tsmom+ma+breakout__vol10__cap100__r10__b05,False,-0.06802522337447517,True,False,True,False,False,False,False,False,0.0006356768033151106,0.009057332615364927,-0.26352406088482483,30.97099270112884
tsmom+ma__vol12__cap100__r5__b10,False,-0.06820907235026803,True,False,True,False,False,False,False,False,0.00018700440649999095,0.0025218881876841012,-0.26368211670177366,30.63585113970772
tsmom+ma+breakout__vol10__cap100__r10__b10,False,-0.06823128789842421,True,False,True,False,False,False,False,False,0.0004717146914354764,0.006720431201985102,-0.264074054137445,30.881457020479157
tsmom+ma+breakout+relative+crisis__vol12__cap125__r5__b10,False,-0.06867178248400417,True,False,True,False,False,False,False,False,0.002593985711130564,0.02995858138041729,-0.2944647261995538,33.41750608383923
tsmom+ma+breakout+relative+crisis__vol12__cap125__r5__b05,False,-0.06926010950330855,True,False,True,False,False,False,False,False,0.002466853715734185,0.028491311234155728,-0.2954376937944867,33.52860279161051
relative__vol10__cap125__r5__b10,False,-0.06927112502533084,False,False,True,False,False,False,False,False,-0.00025159403848329376,-0.003770503146692656,-0.23354617680195366,36.34028206642823
relative__vol10__cap125__r10__b10,False,-0.06927112502533084,False,False,True,False,False,False,False,False,-0.00025159403848329376,-0.003770503146692656,-0.23354617680195366,36.34028206642823
relative__vol10__cap125__r20__b10,False,-0.06927112502533084,False,False,True,False,False,False,False,False,-0.00025159403848329376,-0.003770503146692656,-0.23354617680195366,36.34028206642823
relative__vol10__cap125__r5__b05,False,-0.06931856988754154,False,False,True,False,False,False,False,False,-0.00026463897546080695,-0.003966857246921263,-0.2336808202617957,36.345524954980704
relative__vol10__cap125__r10__b05,False,-0.06940058868518789,False,False,True,False,False,False,False,False,-0.0002879857319444401,-0.004316909230833133,-0.2339217394041715,36.34457403382676
tsmom+ma__vol10__cap100__r5__b05,False,-0.06947028728537247,True,False,True,False,False,False,False,False,-0.0004200076127977015,-0.006003982714899519,-0.2602178430964276,30.573410023778575
relative__vol10__cap125__r20__b05,False,-0.06950969628205166,False,False,True,False,False,False,False,False,-0.00032021721204467113,-0.004799034968735434,-0.2342542263009888,36.34298166394003
tsmom+ma+breakout__vol12__cap100__r10__b05,False,-0.0698255330446158,True,False,True,False,False,False,False,False,0.000604470659488987,0.008127629236189256,-0.2741170782125014,31.394557877787783
tsmom+ma+breakout__vol12__cap100__r10__b10,False,-0.06999960370847672,True,False,True,False,False,False,False,False,0.00044708495627054923,0.006011049231054283,-0.27462863627308387,31.301842681415184
tsmom+ma+crisis__vol12__cap100__r5__b10,False,-0.07017216659409178,True,False,True,False,False,False,False,False,-0.0015058239110709026,-0.019906195411608627,-0.26700527410975694,29.289886765003022
relative__vol08__cap125__r5__b10,False,-0.07070424653617698,False,False,True,False,False,False,False,False,-0.0010432602601574414,-0.016523438327887465,-0.2337060794241399,35.58328616883833
relative__vol08__cap125__r10__b10,False,-0.07070424653617698,False,False,True,False,False,False,False,False,-0.0010432602601574414,-0.01652343832788746,-0.2337060794241399,35.58328616883833
relative__vol08__cap125__r20__b10,False,-0.07070424653617698,False,False,True,False,False,False,False,False,-0.0010432602601574414,-0.01652343832788746,-0.2337060794241399,35.58328616883833
relative__vol08__cap125__r5__b05,False,-0.07071708537517726,False,False,True,False,False,False,False,False,-0.001046404735041917,-0.016576504641970795,-0.2337385561042976,35.58753636596441
relative__vol08__cap125__r10__b05,False,-0.07080066591837607,False,False,True,False,False,False,False,False,-0.0010697332350001476,-0.016946460963293823,-0.23397945709540446,35.58658544481045
relative__vol08__cap125__r20__b05,False,-0.07094598346037664,False,False,True,False,False,False,False,False,-0.0011114493505539613,-0.017603877104221847,-0.234410062423551,35.5859209406054
tsmom+ma__vol12__cap100__r5__b05,False,-0.07162152799187256,True,False,True,False,False,False,False,False,-0.0006583696732034294,-0.008880772226265654,-0.2705522179656108,31.016020524661904
tsmom+breakout__vol10__cap125__r5__b05,False,-0.0723416389786487,True,False,False,False,False,False,False,False,-0.002585008438891645,-0.03309521873847636,-0.29457238914260686,21.551934246030036
tsmom+crisis__vol12__cap125__r5__b10,False,-0.07236301695260361,True,False,False,False,False,False,False,False,-0.001808614858684221,-0.020222295246290854,-0.314716355784196,23.578731109430727
tsmom+breakout__vol10__cap125__r5__b10,False,-0.07262637658913551,True,False,False,False,False,False,False,False,-0.0026824144630238633,-0.034339025862819186,-0.29534390326842663,21.532533084396643
tsmom+crisis__vol12__cap125__r5__b05,False,-0.07268818703845215,True,False,False,False,False,False,False,False,-0.001724239112878223,-0.019282595489620146,-0.3170336040955509,23.66573101135763
tsmom+ma+crisis__vol12__cap100__r5__b05,False,-0.07305255084994623,True,False,True,False,False,False,False,False,-0.002331662741192786,-0.03082733656357424,-0.2719372210776727,29.67791463360015
tsmom+ma+breakout__vol08__cap100__r5__b10,False,-0.07315018544311346,True,False,True,False,False,False,False,False,-0.001675631722617199,-0.026266978088673475,-0.25322016530070157,32.308571829043295
tsmom+ma+crisis__vol08__cap125__r20__b10,False,-0.073172985557471,True,False,True,False,False,False,False,False,-0.0005044909586923163,-0.006974709679921804,-0.28910113886204314,28.575432826948845
tsmom+ma+breakout__vol08__cap100__r5__b05,False,-0.07364009458333226,True,False,True,False,False,False,False,False,-0.0016935968342016716,-0.026551565937518562,-0.25503584227618725,32.45095714493711
tsmom+ma+crisis__vol08__cap125__r20__b05,False,-0.073733571684049,True,False,True,False,False,False,False,False,-0.0006166611450325599,-0.00852331626729296,-0.29122376135420547,28.619976239762522
tsmom+ma+breakout+crisis__vol10__cap100__r5__b10,False,-0.07493470807741004,True,False,True,False,False,False,False,False,-0.002387016585915669,-0.03341136645836533,-0.26310098300588136,31.948196352153996
tsmom+ma+breakout+crisis__vol10__cap100__r5__b05,False,-0.07495073318000522,True,False,True,False,False,False,False,False,-0.0023429353098206596,-0.03279282163357299,-0.262708946611365,32.07849050389046
tsmom+breakout__vol12__cap125__r5__b05,False,-0.07650495625576557,True,False,False,False,False,False,False,False,-0.0038086924863550697,-0.04531336349455042,-0.3060367704121749,22.022666879415564
tsmom+breakout__vol12__cap125__r5__b10,False,-0.07678092202704452,True,False,False,False,False,False,False,False,-0.003899387480225225,-0.04638758657685504,-0.3069243193359542,22.000866332804986
tsmom+ma+breakout__vol10__cap100__r5__b10,False,-0.07694433833489653,True,False,True,False,False,False,False,False,-0.0022027861601657817,-0.03140979130118561,-0.266333493712286,33.4244005610287
tsmom+ma+breakout+crisis__vol08__cap125__r20__b10,False,-0.0774086773860087,True,False,True,False,False,False,False,False,-0.0008807851722858473,-0.012182244159283836,-0.2958374361360685,30.585848049047193
tsmom+ma+breakout__vol10__cap100__r5__b05,False,-0.07747120237177255,True,False,True,False,False,False,False,False,-0.002234031221061583,-0.03185636307215583,-0.2681357737568978,33.57926803372518
tsmom+ma+breakout+crisis__vol08__cap125__r20__b05,False,-0.0782349155952864,True,False,True,False,False,False,False,False,-0.0010860622971140543,-0.015017546407363304,-0.2982940421410326,30.62579507311809
tsmom+ma+breakout__vol12__cap100__r5__b10,False,-0.07921770068889761,True,False,True,False,False,False,False,False,-0.0025259264335567577,-0.03397471254830616,-0.27686324785401006,33.905858444862154
tsmom+ma+breakout__vol12__cap100__r5__b05,False,-0.0797556931997549,True,False,True,False,False,False,False,False,-0.0025613977423072365,-0.03445170069618848,-0.27866638539351496,34.065091934144995
tsmom+ma+breakout+crisis__vol12__cap100__r5__b10,False,-0.08049246667514912,True,False,True,False,False,False,False,False,-0.003813853766727493,-0.050411551021176344,-0.2830179396322262,32.3290682088952
tsmom+ma+breakout+crisis__vol12__cap100__r5__b05,False,-0.08059068863827104,True,False,True,False,False,False,False,False,-0.003792165896827848,-0.05011992614938279,-0.28287213651396625,32.46346422557176
tsmom+ma+crisis__vol10__cap125__r20__b10,False,-0.08145670778143776,True,False,True,False,False,False,False,False,-0.0014489999438037637,-0.01787685464362455,-0.3185905844702587,29.98239655809382
tsmom+ma+crisis__vol10__cap125__r20__b05,False,-0.08193474242505568,True,False,True,False,False,False,False,False,-0.001531721886000481,-0.018895143928206164,-0.32062515651818535,30.027249895757706
tsmom+ma+crisis__vol08__cap125__r10__b10,False,-0.08468967844744811,True,False,True,False,False,False,False,False,-0.0036715868924099837,-0.050590902588503656,-0.3075557080793586,30.82166977009689
tsmom+ma+crisis__vol08__cap125__r10__b05,False,-0.08518304342896735,True,False,True,False,False,False,False,False,-0.003739248297117137,-0.051525839216229774,-0.308215039373563,30.93789268128806
tsmom+ma+breakout+crisis__vol10__cap125__r20__b10,False,-0.0855651568989739,True,False,True,False,False,False,False,False,-0.0016632162266283501,-0.020515738195867602,-0.3264614764560809,32.12646821186211
tsmom+ma+breakout+crisis__vol10__cap125__r20__b05,False,-0.08632983424647175,True,False,True,False,False,False,False,False,-0.0018561676929825799,-0.022891050657622314,-0.3288112446295406,32.16777854154217
tsmom+ma+breakout+crisis__vol08__cap125__r10__b05,False,-0.08761296490890899,True,False,True,False,False,False,False,False,-0.003702857468635301,-0.05102463500228633,-0.3106244632688636,33.31548856477976
tsmom+ma+breakout+crisis__vol08__cap125__r10__b10,False,-0.08761414115822722,True,False,True,False,False,False,False,False,-0.003767838488820008,-0.05191611560643964,-0.3107539633793438,33.25696929144993
tsmom+ma+crisis__vol12__cap125__r20__b10,False,-0.08840453003767605,True,False,True,False,False,False,False,False,-0.0036273475691807056,-0.04136673101496215,-0.33267616118561005,30.772552025253677
tsmom+ma+crisis__vol12__cap125__r20__b05,False,-0.08880865862923143,True,False,True,False,False,False,False,False,-0.003697244445259096,-0.04216192475514989,-0.3343403835461537,30.81872759870897
ma__vol08__cap125__r5__b10,False,-0.09138155025320895,True,False,True,False,False,False,False,False,-0.007662922273807715,-0.10962257266398451,-0.3574160672654394,18.98140295125766
ma__vol08__cap125__r10__b05,False,-0.09215591677304141,False,False,False,False,False,False,False,False,-0.014114718008787719,-0.19974140981750785,-0.3405090536219224,13.340180071719738
ma__vol08__cap125__r10__b10,False,-0.09217991537155469,False,False,False,False,False,False,False,False,-0.014158235735151736,-0.20034454595635465,-0.34060489002690686,13.303742993818913
tsmom+ma+breakout+crisis__vol12__cap125__r20__b10,False,-0.09239048842706618,True,False,True,False,False,False,False,False,-0.0037536292353224088,-0.04279269028919739,-0.3404009901408571,32.971488730506636
ma__vol08__cap125__r5__b05,False,-0.09239487837043817,True,False,True,False,False,False,False,False,-0.008102673652489845,-0.11597588487672762,-0.3575156175637919,19.05521332237309
tsmom+ma+breakout+crisis__vol12__cap125__r20__b05,False,-0.09312588075912959,True,False,True,False,False,False,False,False,-0.003941851020760279,-0.044933724682986134,-0.342702127650352,33.013107046913206
tsmom+ma+crisis__vol10__cap125__r10__b10,False,-0.09313227742640934,True,False,True,False,False,False,False,False,-0.004835083558431985,-0.05945667508536395,-0.33731073493109776,32.36971242706219
tsmom+ma+crisis__vol08__cap125__r5__b10,False,-0.09355516164287746,True,False,False,False,False,False,False,False,-0.006233235573714246,-0.08600824338884035,-0.3144493656287919,33.44730864273025
tsmom+ma+crisis__vol10__cap125__r10__b05,False,-0.0936564257859914,True,False,True,False,False,False,False,False,-0.004916771856735447,-0.060473802548639786,-0.3379857829592551,32.496409705347055
ma__vol10__cap125__r5__b10,False,-0.09458998826856566,True,False,True,False,False,False,False,False,-0.00776331504549288,-0.09973018336615677,-0.37525730615812325,19.694992600003715
tsmom+ma+crisis__vol08__cap125__r5__b05,False,-0.09568714537223527,True,False,False,False,False,False,False,False,-0.006711530852253178,-0.09257208786263088,-0.3192928683230939,33.68005423352106
ma__vol10__cap125__r5__b05,False,-0.09579777064865519,True,False,True,False,False,False,False,False,-0.008321140144505357,-0.10697194287071721,-0.37534079017566946,19.775789918308124
tsmom+ma+breakout+crisis__vol10__cap125__r10__b10,False,-0.09617537845681459,True,False,True,False,False,False,False,False,-0.004843006522866067,-0.059525412623638425,-0.34173851178848225,34.97382003951722
tsmom+ma+breakout+crisis__vol10__cap125__r10__b05,False,-0.09618380282173128,True,False,True,False,False,False,False,False,-0.004774871863869934,-0.058691883591451686,-0.3416572485949192,35.03613181051398
tsmom+ma__vol08__cap125__r20__b05,False,-0.09625791776075568,True,False,False,False,False,False,False,False,-0.005995161969544083,-0.08391028516410146,-0.3451653474926042,31.151842422200808
tsmom+ma__vol08__cap125__r20__b10,False,-0.0970763265606966,True,False,False,False,False,False,False,False,-0.006287913267746914,-0.08799659320919197,-0.3472445303003421,31.12317883692449
ma__vol10__cap125__r10__b05,False,-0.09855079177008394,False,False,False,False,False,False,False,False,-0.016005064844371253,-0.2034561384263822,-0.360486847403916,13.708299266412164
ma__vol10__cap125__r10__b10,False,-0.09867964285384581,False,False,False,False,False,False,False,False,-0.016068975256916307,-0.2042614420004213,-0.3608224884407031,13.66956166779071
ma__vol12__cap125__r5__b10,False,-0.09873434124339481,True,False,True,False,False,False,False,False,-0.009363510698736421,-0.11122299476708263,-0.38478312431582673,20.081808975390445
tsmom+ma__vol08__cap125__r10__b05,False,-0.09878284445277939,True,False,True,False,False,False,False,False,-0.006515094077279238,-0.09133987911802788,-0.3387907083072902,32.77507368875719
tsmom+ma__vol08__cap125__r10__b10,False,-0.0993171401469291,True,False,False,False,False,False,False,False,-0.006762583494866581,-0.09479992229476261,-0.34020098909562424,32.65219092128448
ma__vol12__cap125__r5__b05,False,-0.09988800943469009,True,False,True,False,False,False,False,False,-0.009913198817806945,-0.11784896173076295,-0.38486533540360957,20.16602293801082
tsmom+ma+crisis__vol12__cap125__r10__b10,False,-0.10084860759582662,True,False,True,False,False,False,False,False,-0.00714153154862307,-0.08113958619594512,-0.35499262901848083,33.266867016432094
tsmom+ma__vol10__cap125__r20__b05,False,-0.10124383157618624,True,False,True,False,False,False,False,False,-0.006161662296221837,-0.07711867147859088,-0.3668531980086229,32.77042208507999
tsmom+ma+crisis__vol12__cap125__r10__b05,False,-0.10126528120850006,True,False,True,False,False,False,False,False,-0.007229065259087397,-0.08215569625298698,-0.35467577911367243,33.40207677474752
tsmom+ma+breakout__vol08__cap125__r20__b05,False,-0.10156461413222256,True,False,False,False,False,False,False,False,-0.007074181709860183,-0.09878672382352419,-0.3498401607028241,33.52324917578069
tsmom+ma+breakout__vol08__cap125__r20__b10,False,-0.10194745175694436,True,False,False,False,False,False,False,False,-0.007235986705455999,-0.10104458868936954,-0.3512652352138098,33.494394407259115
tsmom+ma__vol10__cap125__r20__b10,False,-0.10208094663862999,True,False,False,False,False,False,False,False,-0.006484062396031387,-0.08113791931202015,-0.3688635191491316,32.74416095186238
tsmom+ma+crisis__vol10__cap125__r5__b10,False,-0.10263065118624887,True,False,False,False,False,False,False,False,-0.007707850276795103,-0.09498575584633401,-0.3441452861268359,35.21721090280343
tsmom+ma+breakout+crisis__vol08__cap125__r5__b10,False,-0.10293024667174512,True,False,False,False,False,False,False,False,-0.008109251407683593,-0.11185686793787265,-0.32762243984899786,36.668129349159294
tsmom+ma+breakout__vol08__cap125__r10__b05,False,-0.1035209111533456,True,False,True,False,False,False,False,False,-0.0074100612349666806,-0.10368454858043402,-0.3415441841478549,35.553127169935514
tsmom+ma+breakout+crisis__vol12__cap125__r10__b10,False,-0.1036053532757914,True,False,True,False,False,False,False,False,-0.007101040003498538,-0.08064089783964229,-0.356906778274377,35.9525500786183
tsmom+ma+breakout+crisis__vol12__cap125__r10__b05,False,-0.10362122384218875,True,False,True,False,False,False,False,False,-0.007032660097837762,-0.07987513130161313,-0.3568424766233149,36.01579039875909
tsmom+ma+breakout+crisis__vol08__cap125__r5__b05,False,-0.10371876732348656,True,False,False,False,False,False,False,False,-0.008239100297435797,-0.11363233024296003,-0.32986917405492766,36.76248090709965
tsmom+ma__vol08__cap125__r5__b10,False,-0.10379736446444116,True,False,False,False,False,False,False,False,-0.008289075491609732,-0.1166704400755959,-0.33616197705219875,34.76439859088077
tsmom+ma+breakout__vol08__cap125__r10__b10,False,-0.10379822731237395,True,False,False,False,False,False,False,False,-0.007617351957400875,-0.10657613808678859,-0.3422642828111797,35.47811782826937
ma__vol12__cap125__r10__b05,False,-0.10393377635071592,False,False,False,False,False,False,False,False,-0.01721716843111265,-0.2038649843307644,-0.381701049552991,13.8975224031571
ma__vol12__cap125__r10__b10,False,-0.10403576363714759,False,False,False,False,False,False,False,False,-0.017271793433123683,-0.2045252388366867,-0.38201966469996496,13.857265701429096
tsmom+ma__vol10__cap125__r10__b05,False,-0.10466972652129158,True,False,True,False,False,False,False,False,-0.007012802048192435,-0.08789586918308195,-0.36146069227571653,34.532282800416574
tsmom+ma+crisis__vol10__cap125__r5__b05,False,-0.10475881243809462,True,False,False,False,False,False,False,False,-0.00821087569391632,-0.10118252876425168,-0.3488386679378426,35.47057130977137
tsmom+ma__vol10__cap125__r10__b10,False,-0.10521510992343204,True,False,True,False,False,False,False,False,-0.007285463764533651,-0.0912886145256265,-0.36281652005079934,34.4058839846611
tsmom+ma__vol08__cap125__r5__b05,False,-0.10559296797097226,True,False,False,False,False,False,False,False,-0.00865160131852094,-0.1217525547172555,-0.34051428455217014,34.989260272735436
tsmom+ma__vol12__cap125__r20__b05,False,-0.10564472967265051,True,False,True,False,False,False,False,False,-0.007310277392590048,-0.08473715056094282,-0.3790639782944024,33.72526193192412
tsmom+ma__vol12__cap125__r20__b10,False,-0.10646271947656563,True,False,False,False,False,False,False,False,-0.00763801055865887,-0.08852002831389993,-0.38103552866378154,33.698049330177525
tsmom+ma+breakout__vol10__cap125__r20__b05,False,-0.10707178028107855,True,False,False,False,False,False,False,False,-0.007408326042511959,-0.09249809453583203,-0.3726055141957849,35.278647275672114
tsmom+ma+breakout__vol10__cap125__r20__b10,False,-0.10743077362706215,True,False,False,False,False,False,False,False,-0.007570076586686736,-0.09451642915106477,-0.37398068970803855,35.249792507150545
tsmom+ma__vol12__cap125__r10__b05,False,-0.10916882967882044,True,False,True,False,False,False,False,False,-0.008237568637067927,-0.0955792776884185,-0.3736585039333461,35.542624181642495
tsmom+ma__vol12__cap125__r10__b10,False,-0.10963447346495522,True,False,True,False,False,False,False,False,-0.008486773144232518,-0.09845302783360531,-0.37497391171036054,35.406238558703016
tsmom+ma+breakout__vol10__cap125__r10__b05,False,-0.10994894547855162,True,False,True,False,False,False,False,False,-0.008053195573650695,-0.1006991127069893,-0.3652469392590423,37.48721553023977
tsmom+ma+breakout__vol10__cap125__r10__b10,False,-0.1102390239297566,True,False,True,False,False,False,False,False,-0.00828258265639692,-0.10356070747381457,-0.36592549840404454,37.40783234767989
tsmom+ma__vol10__cap125__r5__b10,False,-0.1105422176518604,True,False,True,False,False,False,False,False,-0.009199595166394348,-0.11561964335697412,-0.3589200046171367,36.71420365644112
tsmom+ma+breakout__vol12__cap125__r20__b05,False,-0.11163272889715392,True,False,False,False,False,False,False,False,-0.00862341353374585,-0.09972230511869196,-0.3851776823646287,36.28000419092577
tsmom+ma+breakout__vol12__cap125__r20__b10,False,-0.11197641252096419,True,False,False,False,False,False,False,False,-0.008784966069949274,-0.10158938922840811,-0.3865253011510993,36.25114942240421
tsmom+ma__vol10__cap125__r5__b05,False,-0.11221838067554063,True,False,False,False,False,False,False,False,-0.009530997376254957,-0.11978400226710498,-0.3631255230542393,36.946552978193814
tsmom+ma+breakout+crisis__vol10__cap125__r5__b10,False,-0.11222954550952637,True,False,False,False,False,False,False,False,-0.009722661272946187,-0.11975397362162321,-0.3569418496278839,38.6677510521789
tsmom+ma+breakout__vol08__cap125__r5__b10,False,-0.11277168230352508,False,False,False,False,False,False,False,False,-0.010283078876861085,-0.14448543310468656,-0.34528237609476875,38.282801374418526
tsmom+ma+crisis__vol12__cap125__r5__b10,False,-0.11288419902659987,False,False,False,False,False,False,False,False,-0.01051835472769358,-0.11966285856120865,-0.374712370637981,36.27932303665486
tsmom+ma+breakout+crisis__vol10__cap125__r5__b05,False,-0.11295938886607029,True,False,False,False,False,False,False,False,-0.009831035736332816,-0.12106997250910566,-0.35914271465169456,38.767232552496274
tsmom+ma+breakout__vol08__cap125__r5__b05,False,-0.11386260602663065,False,False,False,False,False,False,False,False,-0.010462448069979535,-0.14700035062869646,-0.3479951537682038,38.41193290412864
tsmom+ma+breakout__vol12__cap125__r10__b05,False,-0.11464484401492106,False,False,True,False,False,False,False,False,-0.009341711155228527,-0.10811567022407362,-0.37783126765611197,38.56786548691312
tsmom+ma+crisis__vol12__cap125__r5__b05,False,-0.1148625119464991,False,False,False,False,False,False,False,False,-0.011022299962814341,-0.1254081197165271,-0.37837638554293107,36.54494653126331
tsmom+ma+breakout__vol12__cap125__r10__b10,False,-0.11488371004820916,False,False,True,False,False,False,False,False,-0.009558760694405977,-0.11063015361879044,-0.3784820249292845,38.4802779168211
tsmom+ma__vol12__cap125__r5__b10,False,-0.11496458244560667,False,False,True,False,False,False,False,False,-0.010415508464975742,-0.12095523254914689,-0.3709829160687734,37.81954564726271
tsmom+ma__vol12__cap125__r5__b05,False,-0.11662168000822326,False,False,False,False,False,False,False,False,-0.010748026613474848,-0.1248087013665888,-0.3751253947731452,38.06485948209692
tsmom+ma+breakout__vol10__cap125__r5__b10,False,-0.1200429708664665,False,False,False,False,False,False,False,False,-0.011416582611894155,-0.14319027897603964,-0.3684906669446677,40.45936085261853
tsmom+ma+breakout__vol10__cap125__r5__b05,False,-0.12105537632869795,False,False,False,False,False,False,False,False,-0.011571439403078254,-0.14512547579856241,-0.3711212114358753,40.593701055315236
tsmom+ma+breakout+crisis__vol12__cap125__r5__b10,False,-0.1228372359568066,False,False,False,False,False,False,False,False,-0.012629763522369997,-0.14364518977521692,-0.3890701547559189,39.84370557900849
tsmom+ma+breakout+crisis__vol12__cap125__r5__b05,False,-0.12339305655181934,False,False,False,False,False,False,False,False,-0.012730891496329,-0.14477579984246783,-0.39000567524548413,39.94505525561084
tsmom+ma+breakout__vol12__cap125__r5__b10,False,-0.12478319614478761,False,False,False,False,False,False,False,False,-0.012732939627752349,-0.1475108406087549,-0.3820047946845412,41.666018592650865
tsmom+ma+breakout__vol12__cap125__r5__b05,False,-0.12572859251128235,False,False,False,False,False,False,False,False,-0.012901880829320311,-0.14945061939211388,-0.383880664908802,41.8101812895618
breakout__vol08__cap075__r20__b05,False,-0.2827335649439701,False,False,False,False,False,False,False,False,-0.05253422047306089,-1.1882861390883401,-0.5345826056354368,43.67526036536294
breakout__vol08__cap075__r20__b10,False,-0.2827335649439701,False,False,False,False,False,False,False,False,-0.05253422047306089,-1.1882861390883401,-0.5345826056354368,43.67526036536294
breakout__vol10__cap075__r20__b05,False,-0.28623187181278686,False,False,False,False,False,False,False,False,-0.05402234149202145,-1.1948212306202917,-0.5443164533356174,43.993171234683174
breakout__vol10__cap075__r20__b10,False,-0.28623187181278686,False,False,False,False,False,False,False,False,-0.05402234149202145,-1.1948212306202917,-0.5443164533356174,43.993171234683174
breakout__vol12__cap075__r20__b05,False,-0.2891600944853157,False,False,False,False,False,False,False,False,-0.05528598183742561,-1.2003607618382541,-0.552439377567095,44.239840156593544
breakout__vol12__cap075__r20__b10,False,-0.2891600944853157,False,False,False,False,False,False,False,False,-0.05528598183742561,-1.2003607618382541,-0.552439377567095,44.239840156593544
breakout__vol08__cap100__r20__b05,False,-0.29662184207426345,False,False,False,False,False,False,False,False,-0.058062705275815696,-1.0744818684308115,-0.5764296816080455,52.4824846632143
breakout__vol08__cap100__r20__b10,False,-0.29662184207426345,False,False,False,False,False,False,False,False,-0.058062705275815696,-1.0744818684308115,-0.5764296816080455,52.4824846632143
breakout__vol10__cap100__r20__b05,False,-0.301690272254139,False,False,False,False,False,False,False,False,-0.06076583177390238,-1.0722282328699886,-0.5927911144602676,52.98306859848904
breakout__vol10__cap100__r20__b10,False,-0.301690272254139,False,False,False,False,False,False,False,False,-0.06076583177390238,-1.0722282328699886,-0.5927911144602676,52.98306859848904
breakout__vol12__cap100__r20__b05,False,-0.30525829731299303,False,False,False,False,False,False,False,False,-0.06221083254983706,-1.0828986001184127,-0.6011377417718073,53.248721754568116
breakout__vol12__cap100__r20__b10,False,-0.30525829731299303,False,False,False,False,False,False,False,False,-0.06221083254983706,-1.0828986001184127,-0.6011377417718073,53.248721754568116
